mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,pitch_mean,energy_mean,zcr_mean,duration,file_path,actor,emotion,confidence_label
-1.1329245456849266,-0.4552336352543739,1.5792642059340476,0.23227155115641315,-0.01888816821896599,0.3930594947762548,-0.49396597863880304,1.0364795291215925,-0.2994162340422235,-0.029584224712465013,-0.5868869592317183,0.3497150350576644,-0.16756330747847062,1.098543772966092,-0.7024684015047383,0.2285987532378341,-0.838059355775875,data/raw/audio_samples\Actor_14\03-01-06-01-01-01-14.wav,Actor_14,fearful,nervous
0.5112304066435089,-1.2418477306725688,-0.5673753771113863,-0.6990843373696561,-0.9913525721845511,0.36705664756306283,-0.9747977864334488,-1.2681025199680094,-0.1090818124270482,-0.9871178823356492,-1.010098465161107,-0.8500826265224566,0.6575469242527647,1.3198881616517693,-0.039255076042167075,0.4450046074987537,-1.295965669755937,data/raw/audio_samples\Actor_04\03-01-06-01-01-01-04.wav,Actor_04,fearful,nervous
-1.3478940067074057,-0.5483265146157015,0.5831808736611307,-1.3894103646194604,-0.13303363020432682,-0.08851400444122065,0.26668511171096154,-0.5457461077613152,0.0946316479869776,-0.733804020981383,0.5578556094984203,-0.15455141077489495,-0.1897936094457855,-0.0738860617134973,-0.6579607685610165,2.6658695532873744,2.8251911560646232,data/raw/audio_samples\Actor_24\03-01-04-02-02-02-24.wav,Actor_24,sad,nervous
-0.5359249481410637,1.0490928713852992,1.3730253133455548,1.838589319449385,0.9606410875011939,1.3445015299360532,1.3149564028190726,0.866591405636955,0.4807780012738598,1.2979042941358228,0.34220127108094484,0.5092271195074816,0.7403937899135846,-0.5737532876172367,-0.545556995535132,-1.2708576070142026,0.444078323368299,data/raw/audio_samples\Actor_21\03-01-02-02-01-01-21.wav,Actor_21,calm,confident
0.18268752597321392,0.1217213918094199,0.23915745200747515,1.88274485793161,0.3469254964432434,-0.18982758669907865,1.9181421714721976,-0.21117209375383733,0.573691147235435,0.7569354362727282,-0.3771291093411225,0.49257624541859485,0.23597510661948973,1.4488199213433182,-0.3005362769186388,1.2789794488504247,1.2683096885324117,data/raw/audio_samples\Actor_21\03-01-07-02-02-01-21.wav,Actor_21,disgust,nervous
0.4562715908098628,0.21098180173899353,0.868665084113389,0.6333743496890416,0.2525652642810327,0.38018897739683793,0.5351269301885448,-1.1535221822123936,-1.391785265544941,0.13165933691865125,-0.2711723815494819,0.4961910312208094,-1.2658122802298528,0.3894675443587352,-0.24488668985590584,0.6195933791832959,-0.6548968301838499,data/raw/audio_samples\Actor_01\03-01-05-01-02-01-01.wav,Actor_01,angry,nervous
-0.13622058632619546,0.5771621038547128,1.5398163742277562,1.1418847492983637,0.48408005332096016,1.341818838671723,1.4191164794108193,0.8151132618199338,-0.46444683786463137,1.2437631182148512,0.17732726575037147,0.04087347995971824,0.04095709170311397,-0.21045634080105755,-0.39101560872730745,-1.197482513729223,-0.3801530417958124,data/raw/audio_samples\Actor_11\03-01-07-01-01-02-11.wav,Actor_11,disgust,nervous
-0.8488722185628186,0.40538310205593453,-1.3120687061155187,-0.5110041097257716,-0.9396314996053342,-1.2156441452842441,-1.6066847995428304,-0.4410681856894365,1.034502247225923,-1.9734500798161803,0.38150344076067944,-1.5432203897910948,-1.2359826773780649,-0.5906546541374915,-0.6237521798310505,-0.7029494246302856,-1.112803144163912,data/raw/audio_samples\Actor_06\03-01-08-01-01-02-06.wav,Actor_06,surprised,neutral
1.8849843105587991,-0.8126415162906752,-1.1535754232194495,-0.8560747779085888,-0.6321765422764373,-0.5252751204114839,0.2960452653756167,0.17475611622649406,-2.285605944531825,0.40838113234110257,-0.3408750396316429,-0.4237886224333953,-0.5220182166514351,0.6219503115348142,2.5627763606709832,0.07353536225195823,-1.0212218813679,data/raw/audio_samples\Actor_23\03-01-05-02-01-01-23.wav,Actor_23,angry,nervous
-0.985957831586013,2.1135956687256345,1.0347858522552584,0.6636649642419996,0.6678349940581546,1.4696933515732464,0.2771141027084817,-0.2982820574547919,-0.6162567488933243,0.9267689444716795,-1.1461779896852857,2.0952393215454213,-0.7833208885751143,-2.2476243892773304,-0.6294958047284012,-1.9798063942988409,-1.0212218813679,data/raw/audio_samples\Actor_19\03-01-01-01-01-01-19.wav,Actor_19,neutral,confident
